Message Type,Message Source,Timestamp,Mac Address,Status,Latitide,Logitude,Direction,Speed Horizontal,Speed Vertical,Altitude Pressure,Altitude Geodetic,Height,Height Type,Horizontal Accuracy,Vertical Accuracy,Baro Accuracy,Speed Accuracy,Time Accuracy,ID Type,UA Type,UAS ID,Operator ID,Description Type,Description,Operator Location Type,Operator Latitude,Operator Longitude,Operator Altitude Geo,Are Count,Area Radius,Area Ceiling,Area Floor,Classification Type,Category,Class Value
System Data,BluetoothLegacy,2024-03-15 17:12:23.545,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:24.299,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5008347,80.6650203,342 °,22.75 m/s,Unknown,Unknown,200.0 m,105.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:24.299,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:24.299,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:24.299,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:24.299,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:24.475,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5008347,80.6650203,342 °,22.75 m/s,Unknown,Unknown,200.0 m,105.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:24.475,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:24.475,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:24.475,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:24.475,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:24.609,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5008347,80.6650203,342 °,22.75 m/s,Unknown,Unknown,200.0 m,105.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:24.609,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:24.609,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:24.609,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:24.609,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:24.839,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5009188,80.66488939999999,283 °,21.00 m/s,Unknown,Unknown,200.0 m,94.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:24.839,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:24.839,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:24.839,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:24.839,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:25.869,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5009425,80.6647249,268 °,21.75 m/s,Unknown,Unknown,200.0 m,105.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:25.869,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:25.869,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:25.869,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:25.869,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:26.629,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5009425,80.6647249,268 °,21.75 m/s,Unknown,Unknown,200.0 m,105.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:26.629,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:26.629,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:26.629,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:26.629,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:26.813,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5009425,80.6647249,268 °,21.75 m/s,Unknown,Unknown,200.0 m,105.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:26.813,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:26.813,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:26.813,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:26.813,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:26.894,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5009425,80.6647249,268 °,21.75 m/s,Unknown,Unknown,200.0 m,105.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:26.894,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:26.894,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:26.894,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:26.894,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:27.294,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5009102,80.6645633,264 °,20.25 m/s,Unknown,Unknown,200.0 m,105.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:27.294,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:27.294,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:27.294,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:27.294,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:27.959,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5009102,80.6645633,264 °,20.25 m/s,Unknown,Unknown,200.0 m,105.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:27.959,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:27.959,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:27.959,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:27.959,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:28.184,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5009102,80.6645633,264 °,20.25 m/s,Unknown,Unknown,200.0 m,105.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:28.184,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:28.184,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:28.184,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:28.184,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:28.858,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.500977799999998,80.66441859999999,322 °,22.00 m/s,Unknown,Unknown,200.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:28.858,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:28.858,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:28.858,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:28.858,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:29.201,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.500977799999998,80.66441859999999,322 °,22.00 m/s,Unknown,Unknown,200.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:29.201,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:29.201,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:29.201,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:29.201,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:29.384,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.500977799999998,80.66441859999999,322 °,22.00 m/s,Unknown,Unknown,200.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:29.384,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:29.384,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:29.384,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:29.384,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:29.567,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.500977799999998,80.66441859999999,322 °,22.00 m/s,Unknown,Unknown,200.0 m,100.5 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:29.567,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:29.567,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:29.567,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:29.567,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:29.866,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501013099999998,80.6642571,282 °,21.75 m/s,Unknown,Unknown,200.0 m,97.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:29.866,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,Serial Number,Helicopter Or Multirotor,1581F08QUE3800102HM,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:29.866,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:29.866,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:29.866,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:30.576,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501013099999998,80.6642571,282 °,21.75 m/s,Unknown,Unknown,200.0 m,97.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:30.576,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:30.576,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:30.576,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:30.576,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:30.760,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501013099999998,80.6642571,282 °,21.75 m/s,Unknown,Unknown,200.0 m,97.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:30.760,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:30.760,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:30.760,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:30.760,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:30.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.501013099999998,80.6642571,282 °,21.75 m/s,Unknown,Unknown,200.0 m,97.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:30.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:30.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:30.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:30.944,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:31.199,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5010776,80.6641111,321 °,21.50 m/s,Unknown,Unknown,200.0 m,101.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:31.199,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:31.199,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:31.199,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:31.199,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:31.864,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5010776,80.6641111,321 °,21.50 m/s,Unknown,Unknown,200.0 m,101.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:31.864,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:31.864,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:31.864,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:31.864,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:32.082,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5010776,80.6641111,321 °,21.50 m/s,Unknown,Unknown,200.0 m,101.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
Basic ID,BluetoothLegacy,2024-03-15 17:12:32.082,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,
Operator ID,BluetoothLegacy,2024-03-15 17:12:32.082,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,, DJI MAVIC 2,,,,,,,,,,,,,
Self ID,BluetoothLegacy,2024-03-15 17:12:32.082,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,Text Description,COMMERCIAL,,,,,,,,,,,
System Data,BluetoothLegacy,2024-03-15 17:12:32.082,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,,,,,,,,,,,,,,,,,,,,,,Take Off,16.5174236,80.6653747,100.0 m,1.0,500.0,Unknown,Unknown,UAClassificationUndeclared,,
Location,BluetoothLegacy,2024-03-15 17:12:32.264,D96F99CE-3D91-74EE-4D86-8FA70524C0A3,Unknown,16.5010776,80.6641111,321 °,21.50 m/s,Unknown,Unknown,200.0 m,101.0 m,Above Take Off,< 10 m,< 10 m,< 10 m,< 10 m/s,<= 1.5 s,,,,,,,,,,,,,,,,,
